"Name","abv","year","PriceRetail","Appellation_Region_Name","Varietal_Name","Varietal_WineType_Name","Winemakers_Notes"
"Joseph Phelps Freestone Vineyards Sonoma Coast Chardonnay 2010",13.5,2010,55,"California","Chardonnay","White Wines","This wine is a mix of the best selections from the estate plantings, including some heirloom selections that define its character and structure. Initial aromas fill the senses with stone fruit and honeysuckle followed by citrus zest, wet stone, vanilla and toasted brioche. With a rich, creamy texture cut by crisp acidity, this Chardonnay has great intensity with vibrant, concentrated citrus, lemongrass, peach, honey and lemon creme brulee flavors. A full-bodied wine that is texturally complete with balanced minerality and a lingering finish."
"First Press Wine Cellars Napa Valley Chardonnay 2011",14.5,2011,17,"California","Chardonnay","White Wines","Elegantly structured, this medium bodied chardonnay has aromas of lemon, spice, melon and a touch of vanilla. Flavors of yellow apples and pears lead to a textured, well balanced finish."
"St. Innocent Vitae Springs Pinot Gris 2009",13.5,2009,19.99,"Oregon","Pinot Gris/Grigio","White Wines","My focus is to produce Pinot gris made in the style of Alsace. These wines are known for their textural complexity; the way the wine feels and moves inside your mouth. Pinot gris intrigues me because of its unique spiciness. By picking late and harvesting at full ripeness, Pinot gris's signature spice component of Pinot gris is fully revealed. The 2009 Pinot gris, Vitae Springs Vineyard has concentrated spice notes and a sense of chili pepper-like heat along with Asian pear, kiwi, orange peel and sweet citrus blossom aromas. Apple, pear, white flowers and pie spice flavors evolve into minerality. Backed by fresh acidity, its fruit is balanced with spice and minerals. Completely dry, it is both textural and persistent in the mouth. Bottled in late June with a bit of CO2, its fruit will continue to evolve for many months. It is a great match for salmon, pork, fish, and Asian-influenced foods and dishes with spicy notes."
"Joseph Drouhin Vaudon Chablis Montmains Premier Cru 2008",12.5,2008,36.99,"France - Other regions","Chardonnay","White Wines","A fresh and straightforward wine, typical of Chablis. Clear, straw-yellow color, with green reflections. The complex and mineral nose reveals flavors of citrus and white flowers. Clear-cut impression on the palate. Nice balance between texture and mineral sensations; a wide palette of aromas: citrus, vegetal notes such as asparagus or artichoke; even hints of a marine environment."
"La Follette Sangiacomo Chardonnay 2012",13.5,2012,39.99,"California","Chardonnay","White Wines","The Sangiacomo Chardonnay is our nod to white Burgundy, made in an intentionally reductive style. An effusive bouquet of lemon zest, brioche and white sage. Bright acidity on entry with notes of lemon pie and kiwi. The palate displays a balanced tension between citrus, grilled nut and minerality which transitions to a long, mouthwatering finish. With time in the glass or decanter, the signature savory and musky notes of this wine emerge. elightfully energetic and fruity in its youth, this is a Chardonnay that will continue to develop richness and complexity with cellaring."
"Joseph Swan Saralee's Gewurztraminer 2010",14.4,2010,19.79,"California","Gewurztraminer","White Wines","The wine was made in its usual fashion--whole cluster pressed, fermented in stainless steel, fermented totally dry and bottled without fining. Its blend of fruits and acid make it a perfect match for spicy food."
"Pindar Riesling 2010",12.5,2010,16.99,"Other US","Riesling","White Wines","This semi-sweet Riesling is bursting with complex floral notes of jasmine and hibiscus on the nose, and a palate of citrus, dried apricot and lychee. Balanced and zesty, it is great on its own or paired with spicy Asian dishes."
"Williams Selyem Heintz Chardonnay 2012",14.5,2012,99,"California","Chardonnay","White Wines","2012 is a classic Heintz Chardonnay through and through. Fresh pineapple, star fruit and guava mingle with Fuji and yellow apple notes. A wave of stone fruits give way to lively citrus notes and meld into aromas of baking spices. The Heintz Ranch is located high above the Russian River Valley near the town of Occidental and is planted in the prized Goldridge Sandy Loam soil. Grapes grown in this type of soil often have a distinctive soil-inflected chalkiness. The rich and creamy mouthfeel is accentuated by a soft minerality and mouthwatering finish."
"Chehalem Reserve Pinot Gris 2007",13.9,2007,23.99,"Oregon","Pinot Gris/Grigio","White Wines","This is the version of Pinot Gris we make to gain ultimate complexity and structure. Using Alsace as a standard, we seek weight and richness to make this more than a simple white. This Pinot Gris is a true reserve wine the fruit is divided at harvest, after full ripeness is achieved, with the reserve portion going through barrel fermentation in neutral oak. With long lees contact, minor partial ML (malolactic fermentation), and a variety of yeasts, the wine is concentrated, complex, well-textured, and carries tropical fruit aromas and a tight pear flavor profile, accented with a honeyed richness. Reflecting this great vintage for whites, bright aromas and flavors of white peaches, tart nectarines, lime zest, citrus tartness, white pepper, and mineral balance marzipan and key lime pie richness. The wine is structurally firm from acid and barrel fermentation and, with its bone-dry palate, asserts itself with rich foods and long aging potential. More complex and richer than Pinot Gris deserves to be."
"Fetish V Spot Viognier 2008",14,2008,20,"Australia","Viognier","White Wines","You definitely know it when you find it, and once you find it you never forget it. Fetish The V Spot Viognier is the sort of wine that you'll want to find over and over again. Viognier is a wine known for its floral aromas and is a versatile companion to food that is not traditionally wine-friendly. The highly aromatic and fruit forward nature of the grape allows Viognier to pair well with spicy foods such as Thai or Vietnamese cuisine. The subtle floral notes make it a perfect match for sushi and sashimi. Viognier also pairs well with many cheeses."
"Beyond Sauvignon Blanc 2012",13.5,2012,13.99,"South Africa","Sauvignon Blanc","White Wines","This zesty, fresh bottling is crafted by Buitenverwachting (Dutch for beyond expectation) a Sauvignon specialist recognized for their refined, mineraltinged whites. Beyond offers a tremendous value, consistently earning Best Buy accolades. Flavors of passion fruit, melon, gooseberry and lime are supported by herbal notes and a mineral edge that displays an elegance typical of cool climate Sauvignon Blanc."
"Cave de Pomerols Picpoul de Pinet 2011",12,2011,9.99,"France - Other regions","Other White Wine","White Wines","Greenish-yellow in color, this wine offers a discreet but very fine and floral nose. Full flavors, long and rich. There is a mixture of floral aromas mixed with nuances of banana and citrus fruits (citronella and grapefruit) with a peach and apple-vanilla finish. Neat and frank, a bit wooded, it integrates harmoniously, a few months after bottling. A range of very interesting complex aromas contribute to the originality of Picpoul de Pinet vinified in new oak barrels. The acidic peak usually found in the Picpoul wines is quite lessened here. This wine accompanies sea food, fish in sauces and certain cheeses."
"Bonterra Organically Grown Viognier 2009",13.9,2009,20,"California","Viognier","White Wines","98% Viognier, 2% Muscat. Aromas of peaches and cream, citrus blossom and apricot greet you at the glass. Peaches and cream are a sensory signature of this wine. Fruit flavors of apricot and peach are accented with spice. The wine is crisp and rich with beautiful elegance and a very long Finish. Serve with grilled shrimp with tropical fruit salsa, thai dishes with mild curries and coconut milk, pumpkin curry, pizza with fresh mozzarella, papaya and diced serrano peppers, lobster and scallops in a pear vinegar cream sauce, smoked trout."
"J Vineyards & Winery California Pinot Gris 2010",14,2010,17.29,"California","Pinot Gris/Grigio","White Wines","The 2010 J California Pinot Gris has an enticing bouquet of tangerine and orange blossom. The crisp, clean mouthfeel is bursting with flavors of Margarita lime and Tahitian vanilla. A hint of honey on the palate complements the fruit and acid. The lingering finish invites you to relax and enjoy another taste. In fact, it is the perfect sipper when entertaining with friends. This layered and well-balanced wine is a great accompaniment to a variety of foods, from Asian and Mexican to Thai and Chinese cuisines, all accented with a variety of spices."
"Freemark Abbey Chardonnay 2011",13.5,2011,30,"California","Chardonnay","White Wines","Youthful greenish straw in color, this Chardonnay exhibits ripe fruit aromas of banana, apple, pear, coupled with tropical fruits. Adding to the complexity, the oak aging is fairly integrated adding spice, like nutmeg, vanilla, fresh coconut, and the nuance of angel food cake with a slight butterscotch. This wine has great viscosity, depth and an intriguing minerality. The flavors on the palate are predominantly citrus, lemon-lime and peach."
"Dr. Thanisch Riesling Classic 2009",12,2009,17.99,"Germany","Riesling","White Wines","Rich and complex, with an elegant almost playful minerality. A bowl of fruit, peaches, Williams-pear, raspberries, gooseberries a hint of grapefruit and cumquat. A very elegant wine with a crisp, dry finish. An ideal match with Asian cuisine, particularly sweet and sour dishes or sushi. It will also match most delicately flavoured poultry and fish dishes."
"Tangent Paragon Vineyard Pinot Gris 2011",13.5,2011,17,"California","Pinot Gris/Grigio","White Wines","Bright and refreshing, this Pinot Gris is framed by crisp acidity and vibrant minerality. It has a surprisingly silky mouthfeel, with concentrated flavors of ripe apples and white peaches, and a very slight herbaceous note. A great wine on its own, Tangent Pinot Gris pairs well with a wide range of foods from seafood to grilled sausages."
